"phenotype_category","code","description","code_system","clinical_subcategory","phenotype_name","rank"
"Chronic Paediatric Condition","K010.00","Nephrotic syndrome with proliferative glomerulonephritis","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K011.00","Nephrotic syndrome with membranous glomerulonephritis","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K012.00","Nephrotic syndrome with membranoproliferative glomerulonephritis","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K013.00","Nephrotic syndrome with minimal change glomerulonephritis","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K013.11","Lipoid nephrosis","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K013.12","Steroid sensitive nephrotic syndrome","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K014.00","Nephrotic syndrome, minor glomerular abnormality","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K015.00","Nephrotic syndrome, focal and segmental glomerular lesions","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K016.00","Nephrotic syndrome, diffuse membranous glomerulonephritis","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K017.00","Nephrotic syndrome, diffuse mesangial proliferative glomerulonephritis","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K018.00","Nephrotic syndrome, diffuse endocapillary proliferative glomerulonephritis","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K019.00","Nephrotic syndrome, diffuse mesangiocapillary glomerulonephritis","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K01A.00","Nephrotic syndrome, dense deposit disease","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K01B.00","Nephrotic syndrome, diffuse crescentic glomerulonephritis","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K01w.00","Congenital nephrotic syndrome","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K01w000","Finnish nephrosis syndrome","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K01w011","Microcystic type congenital nephrotic syndrome","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K01w012","Congenital Finnish nephrosis","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K01w100","Drash syndrome","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K01w111","Nephrotic syndrome with pseudohermaphroditism","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K01w112","Wilms' tumour and nephrotic syndrome with pseudohermaphroditism","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K01w200","Congenital nephrotic syndrome with focal glomerulosclerosis","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K01wz00","Congenital nephrotic syndrome NOS","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K01x.00","Nephrotic syndrome in diseases EC","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K01x000","Nephrotic syndrome in amyloidosis","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K01x100","Nephrotic syndrome in diabetes mellitus","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K01x111","Kimmelstiel - Wilson disease","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K01x300","Nephrotic syndrome in polyarteritis nodosa","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K01x400","Nephrotic syndrome in systemic lupus erythematosus","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K01x411","Lupus nephritis","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K01xz00","Nephrotic syndrome in diseases EC NOS","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K01y.00","Nephrotic syndrome with other pathological kidney lesions","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K01z.00","Nephrotic syndrome NOS","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K02..00","Chronic glomerulonephritis","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K020.00","Chronic proliferative glomerulonephritis","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K021.00","Chronic membranous glomerulonephritis","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K02..11","Nephritis - chronic","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K02..12","Nephropathy - chronic","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K022.00","Chronic membranoproliferative glomerulonephritis","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K023.00","Chronic rapidly progressive glomerulonephritis","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K024.00","Thin basement membrane disease","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K02y.00","Other chronic glomerulonephritis","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K02y000","Chronic glomerulonephritis + diseases EC","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K02y100","Chronic exudative glomerulonephritis","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K02y200","Chronic focal glomerulonephritis","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K02y300","Chronic diffuse glomerulonephritis","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K02y400","Chronic radiation nephritis","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K02yz00","Other chronic glomerulonephritis NOS","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K02z.00","Chronic glomerulonephritis NOS","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K03..00","Nephritis and nephropathy unspecified","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K030.00","Proliferative nephritis unspecified","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K031.00","Membranous nephritis unspecified","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K03..11","Nephritis and nephropathy unspecified","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K03..12","Nephropathy, unspecified","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K032.00","Membranoproliferative nephritis unspecified","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K032000","Focal membranoproliferative glomerulonephritis","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K032100","Recurrent benign haematuria syndrome","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
"Chronic Paediatric Condition","K032200","Focal glomerulonephritis with focal recurrent macroscopic glomerulonephritis","Read codes v2","Renal and Genitourinary - non-congenital renal and urogenital disorders","Renal and Genitourinary",1
